"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","colour","quality"
"4039",6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,0,1
"4040",6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,0,1
"4041",6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,0,0
"4042",8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,0,0
"4043",6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,0,1
"4044",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,0,0
"4045",7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,1,0
"4046",6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,0,1
"4047",7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,0,1
"4048",7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,0,0
"4049",7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0,0
"4050",6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,0,1
"4051",5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,1,1
"4052",6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,0,1
"4053",7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,0,1
"4054",7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,0,1
"4055",4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,0,0
"4056",6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,0,0
"4057",7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,0,1
"4058",7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,0,0
"4059",8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,0,1
"4060",5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,0,0
"4061",6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,0,1
"4062",7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,0,0
"4063",6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,0,1
"4064",6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,0,1
"4065",5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,0,1
"4066",7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,1,1
"4067",7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,0,1
"4068",6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,0,1
"4069",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,1,1
"4070",7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,1,1
"4071",7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,1,0
"4072",6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,0,0
"4073",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0,0
"4074",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,0,0
"4075",6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,0,1
"4076",7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,0,0
"4077",6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,0,0
"4078",12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,1,1
"4079",8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,1,1
"4080",7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,1,1
"4081",6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,0,0
"4082",6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,0,1
"4083",6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,1,1
"4084",7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,0,0
"4085",6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,0,0
"4086",6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,0,1
"4087",6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,1,0
"4088",7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,0,1
"4089",6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,0,1
"4090",5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,0,1
"4091",6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,0,0
"4092",7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,0,0
"4093",12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,1,1
"4094",7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,0,1
"4095",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,1,0
"4096",5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,0,0
"4097",5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,0,1
"4098",5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,0,1
"4099",6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,0,1
"4100",6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,0,0
"4101",7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,1,0
"4102",6.2,0.63,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3,1,0
"4103",11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,1,0
"4104",10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,1,1
"4105",6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,0,0
"4106",7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,0,1
"4107",6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,0,1
"4108",6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,0,0
"4109",12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,1,1
"4110",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,0,0
"4111",5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0,0
"4112",5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,1,0
"4113",7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,0,0
"4114",6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,0,1
"4115",8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,0,1
"4116",4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,0,1
"4117",6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,0,1
"4118",7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,1,0
"4119",5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,0,1
"4120",6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,0,1
"4121",6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,0,1
"4122",5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,0,1
"4123",7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,1,1
"4124",7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,0,0
"4125",7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,0,0
"4126",7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,0,1
"4127",6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,0,0
"4128",7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,0,1
"4129",6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,0,1
"4130",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,1,1
"4131",6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,0,1
"4132",7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,1,0
"4133",7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,0,1
"4134",12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,1,0
"4135",6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,0,1
"4136",7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,0,1
"4137",7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,1,1
"4138",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,1
"4139",10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,0,1
"4140",5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,1,1
"4141",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,0,1
"4142",5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,0,1
"4143",6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,1,0
"4144",6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,0,1
"4145",6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,0,1
"4146",8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,0,0
"4147",7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,0,1
"4148",6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,0,1
"4149",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1,1
"4150",7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,1,0
"4151",7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,0,1
"4152",6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,0,1
"4153",7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,1,0
"4154",6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,0,1
"4155",6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,0,1
"4156",15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,1,0
"4157",5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,0,1
"4158",6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,0,1
"4159",6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,0,0
"4160",6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,0,0
"4161",6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,0,0
"4162",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,1,1
"4163",9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,1,0
"4164",7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,0,0
"4165",6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,0,0
"4166",8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,0,0
"4167",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,0,1
"4168",7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,0,0
"4169",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,0,1
"4170",5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,0,1
"4171",7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,1,1
"4172",6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,0,1
"4173",5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,1,0
"4174",7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,0,0
"4175",6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,0,0
"4176",7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,0,0
"4177",6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,0,1
"4178",6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,0,1
"4179",5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,0,1
"4180",5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,0,1
"4181",8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,1,1
"4182",6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,0,0
"4183",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1,1
"4184",7.9,0.35,0.24,15.6,0.072,44,229,0.99785,3.03,0.59,10.5,0,1
"4185",6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,0,1
"4186",7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,1,0
"4187",6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,0,1
"4188",6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,0,1
"4189",6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,0,1
"4190",6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7,0,0
"4191",7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,0,1
"4192",6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,1,0
"4193",6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,0,1
"4194",10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,1,1
"4195",6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,0,1
"4196",9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,1,1
"4197",6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,0,1
"4198",7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,0,0
"4199",7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,0,1
"4200",8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,0,1
"4201",6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,0,1
"4202",6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6,0,0
"4203",6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,0,1
"4204",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,0,1
"4205",7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,0,1
"4206",6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,1,0
"4207",8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,0,0
"4208",6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,0,1
"4209",7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,0,1
"4210",7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,1,1
"4211",6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,0,1
"4212",6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,0,1
"4213",7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,0,1
"4214",6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,0,0
"4215",6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,0,1
"4216",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,0,1
"4217",8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,0,0
"4218",7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,0,0
"4219",7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,0,0
"4220",6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,0,0
"4221",7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,0,1
"4222",6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,0,1
"4223",8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,0,1
"4224",7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,0,1
"4225",6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,0,1
"4226",6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,0,0
"4227",8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,0,0
"4228",5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,0,0
"4229",5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,0,1
"4230",6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,0,0
"4231",7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,1,0
"4232",6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,1,0
"4233",8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,0,1
"4234",6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,1,1
"4235",10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,1,1
"4236",6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,0,1
"4237",9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,1,1
"4238",6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,0,1
"4239",6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,1,0
"4240",6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,0,0
"4241",8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,1,1
"4242",6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,0,1
"4243",6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,0,0
"4244",6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,0,1
"4245",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,0,1
"4246",7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,1,0
"4247",6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,1,1
"4248",5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,0,1
"4249",7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,0,1
"4250",6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,0,1
"4251",6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,0,1
"4252",6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,0,1
"4253",6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,0,1
"4254",5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,0,0
"4255",7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,0,0
"4256",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,1,1
"4257",7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10,0,0
"4258",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,0,1
"4259",8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,0,1
"4260",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,0,1
"4261",7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,0,0
"4262",8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,0,0
"4263",6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,0,0
"4264",6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,0,0
"4265",7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,0,1
"4266",6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,0,0
"4267",6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,1,1
"4268",8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,0,0
"4269",10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,1,0
"4270",6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,0,1
"4271",5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,1,1
"4272",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,0,1
"4273",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,1,0
"4274",8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,1,0
"4275",5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,0,1
"4276",11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,1,0
"4277",7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,0,1
"4278",8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,0,1
"4279",6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,0,1
"4280",8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,0,1
"4281",7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7,0,0
"4282",6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,0,0
"4283",7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0,0
"4284",10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,1,1
"4285",9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,0,0
"4286",5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,0,1
"4287",7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,0,1
"4288",7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,0,1
"4289",7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,0,1
"4290",7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,0,1
"4291",6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,0,1
"4292",6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,0,1
"4293",6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,0,1
"4294",6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,0,0
"4295",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,1,0
"4296",8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,1,1
"4297",7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,0,1
"4298",8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,0,0
"4299",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,1,1
"4300",6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,0,1
"4301",8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,0,1
"4302",6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,1,1
"4303",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,0,1
"4304",6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,0,0
"4305",6.7,0.64,0.3,1.2,0.03,18,76,0.9892,3.16,0.6,12.9,0,0
"4306",6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,0,0
"4307",6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,0,1
"4308",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,0,1
"4309",6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,0,0
"4310",6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,0,1
"4311",7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,1,0
"4312",7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,0,0
"4313",6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,0,1
"4314",5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,0,1
"4315",7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,0,0
"4316",6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,1,0
"4317",8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,1,0
"4318",6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,0,1
"4319",8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,0,1
"4320",7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,0,1
"4321",7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,0,0
"4322",6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,0,1
"4323",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,0,1
"4324",6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,0,1
"4325",5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,0,1
"4326",6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,0,0
